Date,Inflow,Storage,Outflow,Season,Spring,Summer,Fall,Winter,Inflow(t-1),Inflow(t-2),Inflow(t-3),Inflow(3day),Inflow(t+1),Inflow(t+2),Inflow(t+3),Inflow(7day),Inflow(14day),Inflow(21day),Inflow(28day),Inflow(7dayForecast),Outflow(7day),Outflow(14day),Outflow(21day),Outflow(28day)
19950319,0.004910063198833252,0.868031045751634,0.046783341435747854,4,0,0,0,1,0.02218441095446443,0.05836979419867121,0.038713336574299144,0.12417760492626803,0.035893696321503805,0.025538810565548534,0.025538810565548534,0.04570224784128528,0.02512095747389865,0.017750461065969086,0.013883487279209208,0.015452461976526149,0.004870708614024123,0.003642614070421557,0.003315816684800642,0.003107854712132787
19950321,0.035893696321503805,0.7375898692810458,0.009528439474963539,4,0,0,0,1,0.004910063198833252,0.02218441095446443,0.05836979419867121,0.12135796467347269,0.025538810565548534,0.025538810565548534,0.004310484524388268,0.03375002893719471,0.02517304442438132,0.0178453750646264,0.014010810935944628,0.011016968770979466,0.011185961988101026,0.006812973123133552,0.0054278460695573,0.004688404287334769
19950323,0.025538810565548534,0.7747385620915033,0.018765192027224112,4,0,0,0,1,0.035893696321503805,0.004910063198833252,0.02218441095446443,0.08852698104035002,0.025538810565548534,0.004310484524388268,0.003354399611084103,0.031365604092876816,0.0274637127578304,0.019397952018272872,0.015244692918489709,0.008086209690487766,0.012179086510637314,0.0073222677500752375,0.005765832503800419,0.004938421649651596
19950324,0.025538810565548534,0.8199754901960784,0.018765192027224112,4,0,0,0,1,0.025538810565548534,0.035893696321503805,0.004910063198833252,0.09188138065143411,0.004310484524388268,0.003354399611084103,0.007421811699886567,0.02887932032317059,0.02901474639442554,0.020468242393376086,0.016105285089242312,0.005028126953260643,0.014487117160913953,0.008491330416464106,0.006530546102738616,0.00551716554390351
19950325,0.004310484524388268,0.7922794117647058,0.032004537352130935,4,0,0,0,1,0.025538810565548534,0.025538810565548534,0.035893696321503805,0.09128180197698915,0.003354399611084103,0.007421811699886567,0.006109220547723221,0.030164131768409843,0.030616709493714842,0.02153467447585095,0.016943306248119083,0.005002662221913559,0.01506586105516587,0.009660393082852978,0.007276739897060751,0.006098803157626684
19950327,0.003354399611084103,0.7587418300653594,0.014908442715929346,4,0,0,0,1,0.004310484524388268,0.025538810565548534,0.025538810565548534,0.05874250526656944,0.007421811699886567,0.006109220547723221,0.004845243882677038,0.025249438618422576,0.030799592564298445,0.021605667060212514,0.01698729078408223,0.005067481538069774,0.018251267449128413,0.011773965784660972,0.008668040218842356,0.0071550107646364295
19950328,0.007421811699886567,0.7475571895424836,0.006838437854480635,4,0,0,0,1,0.003354399611084103,0.004310484524388268,0.025538810565548534,0.04062550640090747,0.006109220547723221,0.004845243882677038,0.005023497002106627,0.01739009653448156,0.030901451489686788,0.0216311317915596,0.016977452137879948,0.004551241984397064,0.02022362664073894,0.012664073894020416,0.009245240796042933,0.007600643563210405
19950329,0.006109220547723221,0.7450245098039215,0.00837789661319073,4,0,0,0,1,0.007421811699886567,0.003354399611084103,0.004310484524388268,0.021195916383082162,0.004845243882677038,0.005023497002106627,0.004132231404958678,0.015281153783827578,0.03049170081255643,0.021841022910541626,0.017133134245433713,0.00430816954881126,0.02108479755538579,0.012977753084704955,0.009456675232076299,0.007758061902446926
19950330,0.004845243882677038,0.7444281045751634,0.005509641873278237,4,0,0,0,1,0.006109220547723221,0.007421811699886567,0.003354399611084103,0.02173067574137093,0.005023497002106627,0.004132231404958678,0.004132231404958678,0.015452461976526147,0.024601245456860432,0.021932850275096265,0.01724714679260134,0.004671620714401463,0.01559830543787763,0.013392133712989326,0.009741417228048242,0.00797046091163738
19950331,0.005023497002106627,0.7451797385620915,0.004148436233997731,4,0,0,0,1,0.004845243882677038,0.006109220547723221,0.007421811699886567,0.023399773132393453,0.004132231404958678,0.004132231404958678,0.003808134824177605,0.011016968770979466,0.021191286431928143,0.021981464762213427,0.01730270620644952,0.005370743338657778,0.015024191494779729,0.013601639002708521,0.009889575664976733,0.008080422251545245
19950402,0.004132231404958678,0.7457679738562092,0.00405120725976341,1,1,0,0,0,0.005023497002106627,0.004845243882677038,0.006109220547723221,0.020110192837465565,0.004132231404958678,0.003808134824177605,0.003808134824177605,0.008086209690487765,0.018482765006829178,0.022038567493112945,0.017372734217654003,0.0056601152857837355,0.012936083524318817,0.013711600342616384,0.009972914785749009,0.008131930458133664
19950403,0.004132231404958678,0.7457679738562092,0.00405120725976341,1,1,0,0,0,0.004132231404958678,0.005023497002106627,0.004845243882677038,0.01813320369470102,0.003808134824177605,0.003808134824177605,0.004407713498622589,0.005028126953260643,0.017596129360835242,0.022087181980230106,0.01740803759520337,0.005687894992707827,0.010834085700395861,0.012949973377780866,0.01005162395536727,0.008166076347894529
19950404,0.003808134824177605,0.7453267973856209,0.004116026575919624,1,1,0,0,0,0.004132231404958678,0.004132231404958678,0.005023497002106627,0.01709609463620159,0.003808134824177605,0.004407713498622589,0.007389402041808459,0.005002662221913558,0.015126050420168069,0.022200615783503488,0.017454915850637777,0.005778179040211127,0.006840752830057642,0.012546010139593028,0.010129561466459863,0.008211218371646177
