Date,Inflow,Storage,Outflow,Season,Spring,Summer,Fall,Winter,Inflow(t-1),Inflow(t-2),Inflow(t-3),Inflow(3day),Inflow(t+1),Inflow(t+2),Inflow(t+3),Inflow(7day),Inflow(14day),Inflow(21day),Inflow(28day),Inflow(7dayForecast),Outflow(7day),Outflow(14day),Outflow(21day),Outflow(28day)
19950315,0.16669714798391966,0.8115518441196938,0.19306061181179798,4,0,0,0,1,0.10861471039873014,0.11144429683051812,0.2147034972998154,0.6014596525129834,0.13637226315153816,0.06462499352990908,0.06462499352990908,0.06764584817346252,0.03729730129426467,0.030257185087323637,0.027274945589616312,0.07719151222662325,0.08778027817693788,0.0442490134651835,0.03203183859854954,0.02770480610677991
19950316,0.13637226315153816,0.7937926235212248,0.1539018961679808,4,0,0,0,1,0.16669714798391966,0.10861471039873014,0.11144429683051812,0.5231284183647061,0.06462499352990908,0.06462499352990908,0.0548801739160441,0.09062169563213406,0.048380012471870515,0.03738866308613889,0.0324396802665924,0.0673047203318602,0.11525783004241916,0.057987789397924136,0.04052585612653936,0.0345727151952242
19950317,0.06462499352990908,0.7273416840640222,0.12237616245966977,4,0,0,0,1,0.13637226315153816,0.16669714798391966,0.10861471039873014,0.476309115064097,0.06462499352990908,0.0548801739160441,0.051181007263755414,0.10931076894257764,0.05769990116165862,0.04309581732242579,0.03655638345332785,0.06766753838304418,0.13714127967306938,0.06892951421324925,0.0471551729095855,0.04004160576565208
19950318,0.06462499352990908,0.6693876130828114,0.12237616245966977,4,0,0,0,1,0.06462499352990908,0.13637226315153816,0.16669714798391966,0.432319398195276,0.0548801739160441,0.051181007263755414,0.08734450214807019,0.11786065519221715,0.06189498487847321,0.045395636817158934,0.03822751550973226,0.06535851698121578,0.1545249967341446,0.07761940090655216,0.052283264277950166,0.04367718066712183
19950319,0.0548801739160441,0.638107167710508,0.08122983488327956,4,0,0,0,1,0.06462499352990908,0.06462499352990908,0.13637226315153816,0.32050242412740043,0.051181007263755414,0.08734450214807019,0.08131265204713677,0.12386884324633425,0.06613443493306846,0.04769282719557915,0.03989864756613666,0.06305935476556088,0.1719027982835157,0.08630928759985505,0.05778271832551581,0.04731275556859159
19950320,0.051181007263755414,0.5943145441892832,0.09490846978036198,4,0,0,0,1,0.0548801739160441,0.06462499352990908,0.06462499352990908,0.23531116823961767,0.08734450214807019,0.08131265204713677,0.06716471988819683,0.10103693990579547,0.06947669904587726,0.0495529269869752,0.041266609647706634,0.06069906559563041,0.15381907900412362,0.09206015089484439,0.06161399807252909,0.04950691745149897
19950321,0.08734450214807019,0.588830897703549,0.09267240635621733,4,0,0,0,1,0.051181007263755414,0.0548801739160441,0.06462499352990908,0.2580306768577788,0.08131265204713677,0.06716471988819683,0.06716471988819683,0.09242789853911511,0.07270558251769109,0.05124739245065685,0.04250245863455203,0.052667772538715796,0.13823762117556007,0.0987880595396253,0.06609795594422657,0.05218960200930214
19950322,0.08131265204713677,0.5736673625608908,0.09460480684621887,4,0,0,0,1,0.08734450214807019,0.051181007263755414,0.0548801739160441,0.27471833537500645,0.06716471988819683,0.06716471988819683,0.04846184371711037,0.08938929736044939,0.07851757276695595,0.05466129998299292,0.04504021315560508,0.04503873427767906,0.12293222055985388,0.10535624936839587,0.07047674916340696,0.05475693408887562
19950324,0.06716471988819683,0.5605149617258177,0.0863368933211408,4,0,0,0,1,0.08131265204713677,0.08734450214807019,0.051181007263755414,0.28700288134715923,0.06716471988819683,0.04846184371711037,0.038786038406459736,0.07719151222662325,0.08390660392937865,0.057983845723454774,0.04733937537125999,0.03920406790021518,0.10886710556477115,0.11206246780359515,0.0749475614535398,0.057611168486097306
19950325,0.06716471988819683,0.550821155184412,0.06908331751755552,4,0,0,0,1,0.06716471988819683,0.08131265204713677,0.08734450214807019,0.30298659397160066,0.04846184371711037,0.038786038406459736,0.03465898307424214,0.06730472033186022,0.08830774463721892,0.06090150755172582,0.04914804307478441,0.033136724729057244,0.09921496230093686,0.11817812098700312,0.07902466357581178,0.06017012025742334
