yyyymm,Inflow,Outflow,Storage,Season,Spring,Summer,Fall,Winter,Inflow(1month),Inflow(2month),Inflow(1monthForecast),Outflow(1month),Outflow(2month)
199504,0.02368461577947744,0.018795749704840613,0.9533990929705216,1,1,0,0,0,0.028411211683938956,0.0204007330288322,0.04104165963906224,0.024277056277056275,0.01643290043290043
199505,0.04104165963906224,0.03774891774891775,0.9743310657596371,1,1,0,0,0,0.02368461577947744,0.0260479137317082,0.04935537190082644,0.018795749704840613,0.021536402990948444
199506,0.04935537190082644,0.04009445100354191,0.9939312169312169,1,1,0,0,0,0.04104165963906224,0.03236313770926984,0.0267982352575654,0.03774891774891775,0.02827233372687918
199507,0.0267982352575654,0.0121086186540732,1.0004666666666666,2,0,1,0,0,0.04935537190082644,0.04519851576994434,0.008017223418292937,0.04009445100354191,0.03892168437622983
199509,0.008017223418292937,0.00014167650531286894,0.7214984126984127,2,0,1,0,0,0.0267982352575654,0.03807680357919592,0.0074551894386605125,0.0121086186540732,0.026101534828807556
199510,0.0074551894386605125,0.00036835891381345925,0.8192607709750567,3,0,0,1,0,0.008017223418292937,0.017407729337929168,0.005505002174858634,0.00014167650531286894,0.006125147579693034
199511,0.005505002174858634,0.0031955922865013774,0.9372756892230576,3,0,0,1,0,0.0074551894386605125,0.007736206428476725,0.007833136560409288,0.00036835891381345925,0.0002550177095631641
199601,0.007833136560409288,0.0009303423848878394,1.000037037037037,4,0,0,0,1,0.005505002174858634,0.006480095806759573,0.02020704654197477,0.0031955922865013774,0.0017819756001574184
199603,0.02020704654197477,0.015971664698937425,0.9544887218045113,4,0,0,0,1,0.007833136560409288,0.006669069367633961,0.005507438016528926,0.0009303423848878394,0.0020629673356946086
199709,0.005507438016528926,0.005249376885740523,0.9305428571428571,2,0,1,0,0,0.02020704654197477,0.014020091551192028,0.0057319571923677495,0.015971664698937425,0.008451003541912633
199710,0.0057319571923677495,0.00929271940181031,0.8762111111111112,3,0,0,1,0,0.005507438016528926,0.012857242279251849,0.0063968516332152696,0.005249376885740523,0.010610520792338974
199711,0.0063968516332152696,0.007516096025186934,0.7870539682539682,3,0,0,1,0,0.0057319571923677495,0.005619697604448338,0.00399954297901512,0.00929271940181031,0.0072710481437754165
199712,0.00399954297901512,0.0044315801500552235,0.7795285714285715,3,0,0,1,0,0.0063968516332152696,0.00606440441279151,0.010361579769204403,0.007516096025186934,0.008404407713498622
199801,0.010361579769204403,0.009645021645021646,0.7244731182795698,4,0,0,0,1,0.00399954297901512,0.005198197306115195,0.021781750716815654,0.0044315801500552235,0.005973838087621079
199802,0.021781750716815654,0.022763741309195857,0.7391955782312924,4,0,0,0,1,0.010361579769204403,0.007180561374109761,0.01911871120082264,0.009645021645021646,0.007038300897538435
199803,0.01911871120082264,0.013807213314544693,0.7839293394777266,4,0,0,0,1,0.021781750716815654,0.016071665243010028,0.020456513183785913,0.022763741309195857,0.016204381477108752
199804,0.020456513183785913,0.026183772340512154,0.9474730158730159,1,1,0,0,0,0.01911871120082264,0.02045023095881915,0.02578116311840652,0.013807213314544693,0.018285477311870274
199805,0.02578116311840652,0.03029988193624557,0.9498612836438922,1,1,0,0,0,0.020456513183785913,0.019787612192304276,0.04562361275088547,0.026183772340512154,0.019995492827528424
199806,0.04562361275088547,0.04555143915645483,0.9519359605911331,1,1,0,0,0,0.02578116311840652,0.023118838151096215,0.019604067486765436,0.03029988193624557,0.02824182713837886
199807,0.019604067486765436,0.02095248951675284,0.9372269841269841,2,0,1,0,0,0.04562361275088547,0.035702387934645995,0.008291786135941979,0.04555143915645483,0.0379256605463502
199808,0.008291786135941979,0.008699637063273426,0.9352610837438423,2,0,1,0,0,0.019604067486765436,0.032613840118825455,0.007413459268004722,0.02095248951675284,0.03325196433660384
199809,0.007413459268004722,0.009002439984258166,0.9105333333333333,2,0,1,0,0,0.008291786135941979,0.013947926811353708,0.006243211334120425,0.008699637063273426,0.014826063290013132
199810,0.006243211334120425,0.009520031483667847,0.8376850998463903,3,0,0,1,0,0.007413459268004722,0.007852622701973351,0.0061733175914994096,0.009002439984258166,0.008851038523765797
199811,0.0061733175914994096,0.006058402203856748,0.7917750410509031,3,0,0,1,0,0.006243211334120425,0.006828335301062574,0.0069947264856355775,0.009520031483667847,0.009261235733963006
199812,0.0069947264856355775,0.007122954967110811,0.7862216117216118,3,0,0,1,0,0.0061733175914994096,0.006208264462809917,0.010009673610846632,0.006058402203856748,0.007789216843762298
199901,0.010009673610846632,0.008845966155057065,0.7788248847926267,4,0,0,0,1,0.0069947264856355775,0.006584022038567493,0.020947883285545622,0.007122954967110811,0.0065906785854837795
199902,0.020947883285545622,0.016620340698262775,0.894015306122449,4,0,0,0,1,0.010009673610846632,0.008502200048241105,0.0131323456602049,0.008845966155057065,0.007984460561083939
199903,0.0131323456602049,0.01704091519765501,0.8898015873015873,4,0,0,0,1,0.020947883285545622,0.015478778448196128,0.012679372575476472,0.016620340698262775,0.01273315342665992
199904,0.012679372575476472,0.01395817169843144,0.7976984126984127,1,1,0,0,0,0.0131323456602049,0.017040114472875262,0.017813459268004723,0.01704091519765501,0.016830627947958893
199905,0.017813459268004723,0.015363921345112568,0.7970443349753695,1,1,0,0,0,0.012679372575476472,0.012905859117840686,0.023174498229043685,0.01395817169843144,0.015499543448043225
199906,0.023174498229043685,0.02154123798279643,0.9173481116584564,1,1,0,0,0,0.017813459268004723,0.015246415921740596,0.008668164679894884,0.015363921345112568,0.014661046521772005
199907,0.008668164679894884,0.008522314049586777,0.8962174603174603,2,0,1,0,0,0.023174498229043685,0.020493978748524204,0.005874547739650379,0.02154123798279643,0.0184525796639545
199908,0.005874547739650379,0.006182579883459649,0.9300460317460317,2,0,1,0,0,0.008668164679894884,0.015921331454469285,0.005441637150728059,0.008522314049586777,0.015031776016191604
199909,0.005441637150728059,0.005767373692138583,0.9354319727891156,2,0,1,0,0,0.005874547739650379,0.007271356209772631,0.004897132193319877,0.006182579883459649,0.0073524469665232125
199910,0.004897132193319877,0.009634002361275089,0.8515765306122448,3,0,0,1,0,0.005441637150728059,0.005658092445189219,0.0060867375049193225,0.005767373692138583,0.005974976787799116
