Date,Inflow,Storage,Outflow,Season,Spring,Summer,Fall,Winter,Inflow(t-1),Inflow(t-2),Inflow(t-3),Inflow(3day),Inflow(t+1),Inflow(t+2),Inflow(t+3),Inflow(7day),Inflow(14day),Inflow(21day),Inflow(28day),Inflow(7dayForecast),Outflow(7day),Outflow(14day),Outflow(21day),Outflow(28day)
19950404,0.015036335138216016,0.3761637931034483,0.01663935594186378,1,1,0,0,0,0.014352379595326304,0.014117269877457966,0.01469435736677116,0.05820034197777145,0.015036335138216016,0.01615844970076945,0.01591265317754346,0.016298904856898586,0.019741582868542117,0.022106420225542486,0.018383213573260605,0.014676037129015185,0.011318853560232869,0.010510473069250497,0.01018808777429467,0.009407060416072954
19950405,0.015036335138216016,0.3744665948275862,0.01663935594186378,1,1,0,0,0,0.015036335138216016,0.014352379595326304,0.014117269877457966,0.05854231974921631,0.01615844970076945,0.01591265317754346,0.015239384440011399,0.015372206163742215,0.019504946464194116,0.022456031429385664,0.01869732931645158,0.014608862923909945,0.012963094898831575,0.010829550543500387,0.010608944347188861,0.009776136872531859
19950406,0.01615844970076945,0.3738038793103448,0.017579794813337133,1,1,0,0,0,0.015036335138216016,0.015036335138216016,0.014352379595326304,0.06058349957252779,0.01591265317754346,0.015239384440011399,0.014373753206041607,0.01494320726295648,0.019494259658836464,0.022851952123112,0.019017170133941295,0.014589015999674309,0.014414973740992551,0.011051683426291576,0.010984000325693114,0.010139869926311931
19950407,0.01591265317754346,0.37233836206896553,0.01822100313479624,1,1,0,0,0,0.01615844970076945,0.015036335138216016,0.015036335138216016,0.06214377315474495,0.015239384440011399,0.014373753206041607,0.013059276147050441,0.014920306965761512,0.019650745023002077,0.023269755323046863,0.019387773276879856,0.014379859951960268,0.015611895941049546,0.011388317795057609,0.011408928062533078,0.010459710743801653
19950408,0.015239384440011399,0.36991918103448274,0.018755343402678825,1,1,0,0,0,0.01591265317754346,0.01615844970076945,0.015036335138216016,0.06234682245654033,0.014373753206041607,0.013059276147050441,0.012952408093473923,0.01504396857061434,0.019704942393030167,0.019768554329682858,0.01976181146439767,0.014019561942759436,0.016555388185482228,0.011757012579896595,0.012089830232463461,0.010808558604404998
19950409,0.014373753206041607,0.3663469827586207,0.01909732117412368,1,1,0,0,0,0.015239384440011399,0.01591265317754346,0.01615844970076945,0.06168424052436591,0.013059276147050441,0.012952408093473923,0.01456611570247934,0.015121829581077231,0.019089687741725363,0.01892124333346904,0.020027454911859303,0.013679110857794243,0.0171507959125514,0.012537149371005172,0.012599234621178195,0.011229160729552577
19950410,0.013059276147050441,0.3615625,0.019311057281276717,1,1,0,0,0,0.014373753206041607,0.015239384440011399,0.01591265317754346,0.0585850669706469,0.012952408093473923,0.01456611570247934,0.016019521231119976,0.01515847005658918,0.016720270325286,0.01850140455156129,0.020230504213654684,0.013444001139925905,0.017590481618694784,0.013598959817611857,0.012741725359280219,0.011688311688311689
19950411,0.012952408093473923,0.35523706896551727,0.02194001139925905,1,1,0,0,0,0.013059276147050441,0.014373753206041607,0.015239384440011399,0.05562482188657737,0.01456611570247934,0.016019521231119976,0.01444856084354517,0.014973740992549769,0.015636322924724177,0.01815230224321133,0.020323250417294304,0.013318812848593414,0.018034747384277162,0.014676800472255018,0.013018564507592721,0.012149752676790294
19950412,0.01456611570247934,0.3461368534482759,0.0240773724707894,1,1,0,0,0,0.012952408093473923,0.013059276147050441,0.014373753206041607,0.05495155314904532,0.016019521231119976,0.01444856084354517,0.012717298375605585,0.014676037129015187,0.0150241216463787,0.01789531001913447,0.02051103285429304,0.012810426250865122,0.018791983878190775,0.015877539388511174,0.013483694988397183,0.01265470422993934
19950413,0.016019521231119976,0.3365301724137931,0.02432316899401539,1,1,0,0,0,0.01456611570247934,0.012952408093473923,0.013059276147050441,0.05659732117412368,0.01444856084354517,0.012717298375605585,0.011990595611285267,0.014608862923909947,0.014776035093433212,0.017865794080527624,0.020791179823311485,0.012021129340878556,0.019854557668037294,0.017134765704514922,0.013985974840206814,0.013201639661279158
19950414,0.01444856084354517,0.32816810344827585,0.0225705329153605,1,1,0,0,0,0.016019521231119976,0.01456611570247934,0.012952408093473923,0.05798660587061841,0.012717298375605585,0.011990595611285267,0.011413508121972072,0.014589015999674307,0.014754661482717908,0.017963502015226153,0.021099570492203724,0.011379921019419453,0.020817896836705613,0.018214896388877577,0.014531510808940273,0.013761170256076209
19950415,0.012717298375605585,0.3199838362068966,0.021352237104588202,1,1,0,0,0,0.01444856084354517,0.016019521231119976,0.01456611570247934,0.057751496152750076,0.011990595611285267,0.011413508121972072,0.01207609005414648,0.014379859951960264,0.0147119142612873,0.017929914912673532,0.018421380735252207,0.011303586695436225,0.02143925823392908,0.018997323209705656,0.01498442779790742,0.014427187232829864
19950416,0.011990595611285267,0.3113146551724138,0.021565973211741238,1,1,0,0,0,0.012717298375605585,0.01444856084354517,0.016019521231119976,0.055175976061556,0.011413508121972072,0.01207609005414648,0.011007409518381306,0.014019561942759435,0.01457069576191833,0.017399645808736715,0.017695822985791636,0.011611977364328462,0.02181024304848756,0.01948051948051948,0.015628180596832634,0.014901986728005535
19950417,0.011413508121972072,0.30171875,0.021779709318894273,1,1,0,0,0,0.011990595611285267,0.012717298375605585,0.01444856084354517,0.05056996295240809,0.01207609005414648,0.011007409518381306,0.010494442861214022,0.013679110857794243,0.01441879045719171,0.015706550502788748,0.01729583112811953,0.012282192728901192,0.022162907625290072,0.01987669462199243,0.01645360908683793,0.01509702092578268
19950418,0.01207609005414648,0.2913254310344828,0.021063693359931603,1,1,0,0,0,0.011413508121972072,0.011990595611285267,0.012717298375605585,0.0481974921630094,0.011007409518381306,0.010494442861214022,0.009960102593331433,0.013444001139925905,0.014208871066237836,0.014905548996458089,0.016975226967389977,0.012975308390668893,0.02251557220209258,0.020275159793184873,0.017289724382200874,0.015392816431217687
