yyyymm,Inflow,Outflow,Storage,Season,Spring,Summer,Fall,Winter,Inflow(1month),Inflow(2month),Inflow(1monthForecast),Outflow(1month),Outflow(2month)
199503,0.01644532124766729,0.0040117302052785925,0.7423340229885056,4,0,0,0,1,0.0020809305172941536,0.004914845423936333,0.0038818732782369145,1.0284664830119376e-05,6.635267632335081e-06
199504,0.0038818732782369145,0.0015206611570247933,0.9036228571428573,1,1,0,0,0,0.01644532124766729,0.009263125882480721,0.0033212881162724426,0.0040117302052785925,0.002011007435054356
199505,0.0033212881162724426,0.0024245267928552387,0.947594623655914,1,1,0,0,0,0.0038818732782369145,0.010163597262952101,0.000999872854418309,0.0015206611570247933,0.002766195681151693
199506,0.000999872854418309,0.003526509853782581,0.9417606349206349,1,1,0,0,0,0.0033212881162724426,0.0036015806972546785,0.00013292735972161808,0.0024245267928552387,0.001972593974940016
199507,0.00013292735972161808,0.002297398224670952,0.83478,2,0,1,0,0,0.000999872854418309,0.002160580485345376,5.289256198347107e-06,0.003526509853782581,0.0029755183233189098
199508,5.289256198347107e-06,0.001193134138588684,0.78067,2,0,1,0,0,0.00013292735972161808,0.0005664001070699636,0.0003421487603305785,0.002297398224670952,0.0029119540392267664
199509,0.0003421487603305785,0.0018078677685950412,0.7444458333333334,2,0,1,0,0,5.289256198347107e-06,6.910830795998259e-05,4.666990763247448e-06,0.001193134138588684,0.001745266181629818
199510,4.666990763247448e-06,1.9326128417037506e-05,0.7092012820512822,3,0,0,1,0,0.0003421487603305785,0.0001737190082644628,8.264462809917355e-07,0.0018078677685950412,0.0015005009535918627
199511,8.264462809917355e-07,0.0013746316924182537,0.6838458333333334,3,0,0,1,0,4.666990763247448e-06,0.00017340787554691298,0.0005900826446280992,1.9326128417037506e-05,0.0009135969485060394
199512,0.0005900826446280992,0.0005147229874502601,0.6589365432098765,3,0,0,1,0,8.264462809917355e-07,2.7467185221195917e-06,0.0017788272333726877,0.0013746316924182537,0.0006969789104176456
199601,0.0017788272333726877,0.000415112160566706,0.6676328571428571,4,0,0,0,1,0.0005900826446280992,0.00029545454545454547,0.005556724267468069,0.0005147229874502601,0.0009446773399342568
199602,0.005556724267468069,0.002488230265032773,0.7717777777777778,4,0,0,0,1,0.0017788272333726877,0.0011844549390003934,0.004158677685950413,0.000415112160566706,0.0004649175740084831
199603,0.004158677685950413,0.004278703115066752,0.8023627586206896,4,0,0,0,1,0.005556724267468069,0.0036677757504203785,0.0023824649658641755,0.002488230265032773,0.0014516712127997395
199604,0.0023824649658641755,9.794918885827977e-07,0.8502423076923077,1,1,0,0,0,0.004158677685950413,0.004857700976709241,0.0007510743801652892,0.004278703115066752,0.003383466690049763
199605,0.0007510743801652892,3.0853994490358127e-06,0.8837208602150537,1,1,0,0,0,0.0023824649658641755,0.003270571325907294,0.00017454545454545454,9.794918885827977e-07,0.0021398413034776674
199606,0.00017454545454545454,0.0003419126328217237,0.8893107142857142,1,1,0,0,0,0.0007510743801652892,0.0015667696730147325,0.000568595041322314,3.0853994490358127e-06,2.032445668809305e-06
199607,0.000568595041322314,0.00449688493324857,0.8163221428571429,2,0,1,0,0,0.00017454545454545454,0.0004628099173553719,0.00017756788665879573,0.0003419126328217237,0.00017249901613537976
199608,0.00017756788665879573,0.002881763085399449,0.6870165333333333,2,0,1,0,0,0.000568595041322314,0.0003715702479338843,3.9669421487603306e-05,0.00449688493324857,0.002419398783035147
199610,3.9669421487603306e-05,0.0018336088154269972,0.5721156989247312,3,0,0,1,0,0.00017756788665879573,0.0003730814639905549,0.0016254667891031527,0.002881763085399449,0.0036893240093240093
199611,0.0016254667891031527,1.9589837771655955e-06,0.5655450574712644,3,0,0,1,0,3.9669421487603306e-05,0.00010861865407319951,0.013271767528659025,0.0018336088154269972,0.002357685950413223
199612,0.013271767528659025,0.00837366035723807,0.7030047311827956,3,0,0,1,0,0.0016254667891031527,0.000832568105295378,0.027018288456411625,1.9589837771655955e-06,0.0009177838996020814
199701,0.027018288456411625,0.024495227939216206,0.8507004301075268,4,0,0,0,1,0.013271767528659025,0.007448617158881089,0.005491381345926801,0.00837366035723807,0.004187809670507618
199702,0.005491381345926801,0.007886186540731994,0.7501319047619048,4,0,0,0,1,0.027018288456411625,0.020145027992535324,0.0020547054118901626,0.024495227939216206,0.01643444414822714
199703,0.0020547054118901626,0.0004568381764862703,0.7816566666666667,4,0,0,0,1,0.005491381345926801,0.01625483490116921,0.000978512396694215,0.007886186540731994,0.0161907072399741
199704,0.000978512396694215,0.0,0.8199256790123457,1,1,0,0,0,0.0020547054118901626,0.003773043378908482,0.0003642761930151959,0.0004568381764862703,0.0041715123586091325
199705,0.0003642761930151959,4.47880565182618e-05,0.8327737777777777,1,1,0,0,0,0.000978512396694215,0.001516608904292189,0.00010931129476584023,0.0,0.00022841908824313515
199706,0.00010931129476584023,0.0007334435261707988,0.8257285057471265,1,1,0,0,0,0.0003642761930151959,0.0006713942948547054,8.573713676352971e-05,4.47880565182618e-05,2.23940282591309e-05
199707,8.573713676352971e-05,0.002447560650493202,0.7642793333333333,2,0,1,0,0,0.00010931129476584023,0.00023679374389051807,0.00040309250866435616,0.0007334435261707988,0.0003891157913445303
199708,0.00040309250866435616,0.0030694748067182083,0.6646894252873563,2,0,1,0,0,8.573713676352971e-05,9.752421576468496e-05,1.7630853994490357e-05,0.002447560650493202,0.0015905020883320003
