yyyymm,Inflow,Outflow,Storage,Season,Spring,Summer,Fall,Winter,Inflow(1month),Inflow(2month),Inflow(1monthForecast),Outflow(1month),Outflow(2month)
199009,0.38865086086415995,0.411762988055953,0.9135868128169996,2,0,1,0,0,0.46122612603353197,0.6074346704736905,0.3436485589372028,0.4575169595757745,0.605907107560848
199401,0.3436485589372028,0.3434063216660649,0.9038215194889081,4,0,0,0,1,0.38865086086415995,0.42493849344884593,0.3358573111223288,0.411762988055953,0.4346399738158637
199411,0.3358573111223288,0.33583506118038725,0.8931081384261597,3,0,0,1,0,0.3436485589372028,0.3661497099006814,0.3353317459614673,0.3434063216660649,0.37758465486100895
199412,0.3353317459614673,0.33532097986052783,0.9034917740035715,3,0,0,1,0,0.3358573111223288,0.3397529350297658,1.217936700978679,0.33583506118038725,0.33962069142322604
199501,1.217936700978679,1.219317453424165,0.893622478057677,4,0,0,0,1,0.3353317459614673,0.3355945285418981,1.517452993521095,0.33532097986052783,0.33557802052045754
199502,1.517452993521095,1.5249802283440024,0.8794244729693999,4,0,0,0,1,1.217936700978679,0.7766342234700732,2.9577978263511353,1.219317453424165,0.7773192166423465
199503,2.9577978263511353,2.9584949313869657,0.8903413069319829,4,0,0,0,1,1.517452993521095,1.3676948472498869,1.480563980403364,1.5249802283440024,1.3721488408840838
199504,1.480563980403364,1.4820769764553896,0.8843232935105728,1,1,0,0,0,2.9577978263511353,2.2376254099361153,1.4719305543425,2.9584949313869657,2.241737579865484
199505,1.4719305543425,1.4695485545096436,0.9016720674363441,1,1,0,0,0,1.480563980403364,2.2191809033772496,1.0972002619930663,1.4820769764553896,2.2202859539211777
199506,1.0972002619930663,1.0978093541537166,0.917576700880588,1,1,0,0,0,1.4719305543425,1.476247267372932,1.2197251297797396,1.4695485545096436,1.4758127654825166
199507,1.2197251297797396,1.2198057858192777,0.9027665600987156,2,0,1,0,0,1.0972002619930663,1.2845654081677833,1.162406498095544,1.0978093541537166,1.28367895433168
199508,1.162406498095544,1.1636908362620813,0.9035745496192322,2,0,1,0,0,1.2197251297797396,1.1584626958864028,0.916076463779644,1.2198057858192777,1.158807569986497
199509,0.916076463779644,0.915285354732833,0.9192565483201526,2,0,1,0,0,1.162406498095544,1.1910658139376418,0.4492152028290801,1.1636908362620813,1.1917483110406795
199510,0.4492152028290801,0.4474379887164982,0.8789969766545623,3,0,0,1,0,0.916076463779644,1.039241480937594,0.41837179624212867,0.915285354732833,1.039488095497457
199511,0.41837179624212867,0.4179718727167136,0.9051274463727248,3,0,0,1,0,0.4492152028290801,0.6826458333043621,0.40598428337669606,0.4474379887164982,0.6813616717246656
199512,0.40598428337669606,0.407690710375601,0.8999500632351425,3,0,0,1,0,0.41837179624212867,0.4337934995356044,0.5091342964776951,0.4179718727167136,0.4327049307166059
199601,0.5091342964776951,0.5064373881923596,0.9089278250910532,4,0,0,0,1,0.40598428337669606,0.41217803980941237,2.3941752720954512,0.407690710375601,0.4128312915461573
199602,2.3941752720954512,2.7066076141698945,0.9059107498244819,4,0,0,0,1,0.5091342964776951,0.45755928992719563,1.4256316549924002,0.5064373881923596,0.4570640492839803
199603,1.4256316549924002,1.4251421562696862,0.9091137309819631,4,0,0,0,1,2.3941752720954512,1.4516547842865732,0.4747553549352457,2.7066076141698945,1.606522501181127
