yyyymm,Inflow,Outflow,Storage,Season,Spring,Summer,Fall,Winter,Inflow(1month),Inflow(2month),Inflow(1monthForecast),Outflow(1month),Outflow(2month)
199503,0.3282489240964314,0.32719046349544884,1.028997619047619,4,0,0,0,1,0.12555776690841625,0.15317123596972781,0.15564769775678866,0.12810895597908586,0.1527764188053254
199504,0.15564769775678866,0.15440566706021253,1.0109377551020409,1,1,0,0,0,0.3282489240964314,0.22690334550242383,0.2777615112160567,0.32719046349544884,0.22764970973726734
199505,0.2777615112160567,0.2786077922077922,1.0247958525345622,1,1,0,0,0,0.15564769775678866,0.24194831092661004,0.20351176096630644,0.15440566706021253,0.24079806527783068
199506,0.20351176096630644,0.2068309064672701,1.0197790476190478,1,1,0,0,0,0.2777615112160567,0.21670460448642268,0.09952673300725248,0.2786077922077922,0.21650672963400236
199507,0.09952673300725248,0.10043953449148255,0.9851066666666665,2,0,1,0,0,0.20351176096630644,0.24063663609118158,0.05686055358782632,0.2068309064672701,0.24271934933753114
199508,0.05686055358782632,0.05689308671126853,0.9766728110599079,2,0,1,0,0,0.09952673300725248,0.15151924698677946,0.029908398811220125,0.10043953449148255,0.15363522047937633
199509,0.029908398811220125,0.03188893864755934,0.9600180952380952,2,0,1,0,0,0.05686055358782632,0.0781936432975394,0.03568504223049678,0.05689308671126853,0.07866631060137554
199510,0.03568504223049678,0.03692634638089183,0.8878333333333334,3,0,0,1,0,0.029908398811220125,0.04338447619952322,0.03426128730203965,0.03188893864755934,0.044391012679413935
199511,0.03426128730203965,0.035199283475145546,0.8640342857142858,3,0,0,1,0,0.03568504223049678,0.032796720520858455,0.0666151121605667,0.03692634638089183,0.03440764251422558
199512,0.0666151121605667,0.06136363636363636,0.9329502645502645,3,0,0,1,0,0.03426128730203965,0.03497316476626822,0.0814227755715359,0.035199283475145546,0.03606281492801869
