Date,Inflow,Storage,Outflow,Season,Spring,Summer,Fall,Winter,Inflow(t-1),Inflow(t-2),Inflow(t-3),Inflow(3day),Inflow(t+1),Inflow(t+2),Inflow(t+3),Inflow(7day),Inflow(14day),Inflow(21day),Inflow(28day),Inflow(7dayForecast),Outflow(7day),Outflow(14day),Outflow(21day),Outflow(28day)
19950306,0.011134430575499834,0.2016524908869988,0.004362190333691494,4,0,0,0,1,0.007519355713324564,0.007519355713324564,0.005591315786831086,0.031764457788980044,0.0146772039404316,0.010676521092957632,0.008941285159113504,0.006479591324394152,0.006768797313368173,0.008490261533451636,0.007849876843580588,0.03757612099598182,0.00423135905296515,0.0054260552217030725,0.004924535312252091,0.004985360381361706
19950307,0.0146772039404316,0.21223572296476306,0.004048883845636304,4,0,0,0,1,0.011134430575499834,0.007519355713324564,0.007519355713324564,0.040850345942580565,0.010676521092957632,0.008941285159113504,0.008772581665545323,0.007133747728025866,0.007023574017940524,0.008779467522425657,0.008016858872928684,0.03980713862520998,0.004269231265806987,0.00527973076299598,0.004946340525706482,0.00488293326026674
19950308,0.010676521092957632,0.2184325637910085,0.004434491830934999,4,0,0,0,1,0.0146772039404316,0.011134430575499834,0.007519355713324564,0.04400751132221363,0.008941285159113504,0.008772581665545323,0.054467127923440745,0.008359430252725293,0.007570999639927067,0.009243115219034806,0.008319836575663373,0.04181780883426748,0.004262345408926653,0.005023232594203543,0.004953226382586816,0.004772759550181399
19950309,0.008941285159113504,0.22297691373025516,0.004386290832772662,4,0,0,0,1,0.010676521092957632,0.0146772039404316,0.011134430575499834,0.04542944076800257,0.008772581665545323,0.054467127923440745,0.11946617394535212,0.00901358665635701,0.007832662201379754,0.008648636241699316,0.008493704461891804,0.04359435990939361,0.00431054640708899,0.004801163709812777,0.004977326881667986,0.004758987836420731
19950310,0.008772581665545323,0.22720534629404618,0.0045308938272596725,4,0,0,0,1,0.008941285159113504,0.010676521092957632,0.0146772039404316,0.043067591858048065,0.054467127923440745,0.11946617394535212,0.04603195324503178,0.009437066854497541,0.00795488616100568,0.007971526981799822,0.00860559963619723,0.04480971364877252,0.004324318120849657,0.004577373361201927,0.004999132095122376,0.004743494658439981
19950311,0.054467127923440745,0.2730012150668287,0.00867617966922065,4,0,0,0,1,0.008772581665545323,0.008941285159113504,0.010676521092957632,0.08285751584105722,0.11946617394535212,0.04603195324503178,0.03029432734502877,0.009891533408599575,0.008082274513291856,0.007930211840517818,0.008692533579311445,0.03949727506559496,0.004355304476811159,0.004386290832772663,0.0050278231654571,0.004749519783210274
19950312,0.11946617394535212,0.37976913730255163,0.012676862516694616,4,0,0,0,1,0.054467127923440745,0.008772581665545323,0.008941285159113504,0.19164716869345166,0.04603195324503178,0.03029432734502877,0.024751212556360022,0.016598358010044743,0.011480444883736608,0.01006482747342131,0.010443262691136325,0.02461693834719351,0.0049715886676010386,0.004582537753862177,0.005253908799694727,0.004919944740998537
19950313,0.04603195324503178,0.4142041312272175,0.01152003856079853,4,0,0,0,1,0.11946617394535212,0.054467127923440745,0.008772581665545323,0.22873783677936996,0.03029432734502877,0.024751212556360022,0.021377142684996436,0.03259076061462011,0.01953517596950713,0.015376118413785484,0.014515386303743754,0.020209989943779847,0.006159398979458628,0.005195379016211889,0.005670503140954925,0.005233251229053727
19950314,0.03029432734502877,0.4323815309842041,0.012050249540584236,4,0,0,0,1,0.04603195324503178,0.11946617394535212,0.054467127923440745,0.2502595824588534,0.024751212556360022,0.021377142684996436,0.017280057841197793,0.03757612099598181,0.02235493436200384,0.01720775634395429,0.015978630890814697,0.01807881723931652,0.007181948726188206,0.005725589995997596,0.0059138034173933885,0.0055052425758269135
19950315,0.024751212556360022,0.4433049817739976,0.013761384975347199,4,0,0,0,1,0.03029432734502877,0.04603195324503178,0.11946617394535212,0.2205436670917727,0.021377142684996436,0.017280057841197793,0.017280057841197793,0.03980713862520998,0.02408328443896764,0.01831637930168804,0.016884121070578597,0.018447210582414383,0.008325000968323623,0.006293673188625138,0.00612382205224357,0.005796170029021018
