yyyymm,Inflow,Outflow,Storage,Season,Spring,Summer,Fall,Winter,Inflow(1month),Inflow(2month),Inflow(1monthForecast),Outflow(1month),Outflow(2month)
199503,0.011864012866160326,0.0074238860638287975,0.777603237095363,4,0,0,0,1,0.0014715515932409275,0.009845215629038106,0.0010670360419823557,0.007607801842200228,0.008005545137060721
199504,0.0010670360419823557,0.004820360692303032,0.6555714626580769,1,1,0,0,0,0.011864012866160326,0.006667782229700627,0.0012239585754260055,0.0074238860638287975,0.007515843953014512
199505,0.0012239585754260055,0.00134127862116409,0.6430998919252741,1,1,0,0,0,0.0010670360419823557,0.006465524454071341,0.00014902062861976963,0.004820360692303032,0.006122123378065915
199506,0.00014902062861976963,0.00043166091841825556,0.6384222633935464,1,1,0,0,0,0.0012239585754260055,0.0011454973087041806,9.676962474975023e-05,0.00134127862116409,0.003080819656733561
199507,9.676962474975023e-05,0.00043426389883082796,0.6221405839895013,2,0,1,0,0,0.00014902062861976963,0.0006864896020228876,2.059749717774678e-05,0.00043166091841825556,0.0008864697697911728
199508,2.059749717774678e-05,0.0005814519694015164,0.6061294165152433,2,0,1,0,0,9.676962474975023e-05,0.00012289512668475994,1.2494305980347499e-05,0.00043426389883082796,0.00043296240862454176
199509,1.2494305980347499e-05,0.0005437862716446694,0.5830780243378668,2,0,1,0,0,2.059749717774678e-05,5.868356096374851e-05,9.631027526517862e-06,0.0005814519694015164,0.0005078579341161722
199511,9.631027526517862e-06,0.0005836683002037333,0.5462939632545932,3,0,0,1,0,1.2494305980347499e-05,1.654590157904714e-05,0.0030643586907008525,0.0005437862716446694,0.0005626191205230929
199512,0.0030643586907008525,0.0009600993137142029,0.5592786190187765,3,0,0,1,0,9.631027526517862e-06,1.1062666753432681e-05,0.004654128977679443,0.0005836683002037333,0.0005637272859242014
199601,0.004654128977679443,0.0010518043159417532,0.6218498312710911,4,0,0,0,1,0.0030643586907008525,0.0015369948591136852,0.007254979679005187,0.0009600993137142029,0.0007718838069589681
199602,0.007254979679005187,0.0070641169853768275,0.689356535433071,4,0,0,0,1,0.004654128977679443,0.0038592438341901476,0.0033441199264066445,0.0010518043159417532,0.001005951814827978
199603,0.0033441199264066445,0.004057352335090345,0.657127484064492,4,0,0,0,1,0.007254979679005187,0.005954554328342315,0.001982479462794423,0.0070641169853768275,0.0040579606506592905
199604,0.001982479462794423,0.0009659949531102,0.646901289512724,1,1,0,0,0,0.0033441199264066445,0.005299549802705916,0.0005980064565231537,0.004057352335090345,0.005560734660233586
199605,0.0005980064565231537,0.000754517255590985,0.6418562263050452,1,1,0,0,0,0.001982479462794423,0.002663299694600534,0.00023118322330920756,0.0009659949531102,0.0025116736441002725
199606,0.00023118322330920756,0.0005123383515504563,0.6326478079128997,1,1,0,0,0,0.0005980064565231537,0.0012902429596587885,5.676976328372177e-05,0.000754517255590985,0.0008602561043505925
199607,5.676976328372177e-05,0.0005074680073902009,0.6173622047244095,2,0,1,0,0,0.00023118322330920756,0.0004145948399161806,1.078377599494278e-05,0.0005123383515504563,0.0006334278035707206
199608,1.078377599494278e-05,0.0005820264202511876,0.5987521872265966,2,0,1,0,0,5.676976328372177e-05,0.00014397649329646466,2.0303247218064683e-05,0.0005074680073902009,0.0005099031794703286
199609,2.0303247218064683e-05,0.000606667968156873,0.5787098379943886,2,0,1,0,0,1.078377599494278e-05,3.3776769639332276e-05,3.245048914340253e-05,0.0005820264202511876,0.0005447472138206943
199610,3.245048914340253e-05,0.000602676731524262,0.5587830835661671,3,0,0,1,0,2.0303247218064683e-05,1.5543511606503733e-05,0.0003283611587119103,0.000606667968156873,0.0005943471942040303
199611,0.0003283611587119103,0.0006100614833614117,0.5434907261592301,3,0,0,1,0,3.245048914340253e-05,2.6376868180733606e-05,0.008256653868679638,0.000602676731524262,0.0006046723498405674
199612,0.008256653868679638,0.0006660271171782013,0.6077150114300228,3,0,0,1,0,0.0003283611587119103,0.00018040582392765643,0.007938754389905475,0.0006100614833614117,0.0006063691074428368
199701,0.007938754389905475,0.010521582696057954,0.7322328337990008,4,0,0,0,1,0.008256653868679638,0.004292507513695774,0.0010828398516301164,0.0006660271171782013,0.0006380443002698066
199702,0.0010828398516301164,0.0030482759902946016,0.6448203037120359,4,0,0,0,1,0.007938754389905475,0.008097704129292557,0.0006245473647972089,0.010521582696057954,0.0055938049066180775
199703,0.0006245473647972089,0.0005474655577410328,0.6391933508311461,4,0,0,0,1,0.0010828398516301164,0.0045107971207677955,0.0002257651677837791,0.0030482759902946016,0.006784929343176278
199704,0.0002257651677837791,0.0005002928352964143,0.6335335583052119,1,1,0,0,0,0.0006245473647972089,0.0008536936082136626,0.00016440760154247584,0.0005474655577410328,0.0017978707740178173
199705,0.00016440760154247584,0.0004782766590326569,0.6126174035937816,1,1,0,0,0,0.0002257651677837791,0.000425156266290494,6.351272206676644e-05,0.0005002928352964143,0.0005238791965187236
199706,6.351272206676644e-05,0.0005603349168130843,0.5985691917820617,1,1,0,0,0,0.00016440760154247584,0.00019508638466312746,3.2747172932362396e-05,0.0004782766590326569,0.0004892847471645356
199707,3.2747172932362396e-05,0.0007980234142286466,0.5749242344706912,2,0,1,0,0,6.351272206676644e-05,0.00011396016180462113,1.9312435319085515e-05,0.0005603349168130843,0.0005193057879228707
199708,1.9312435319085515e-05,0.0007253078968967855,0.5560846230428094,2,0,1,0,0,3.2747172932362396e-05,4.8129947499564416e-05,1.6625487796430138e-05,0.0007980234142286466,0.0006791791655208655
199710,1.6625487796430138e-05,0.00040656874702179154,0.5231061722123445,3,0,0,1,0,1.9312435319085515e-05,2.6029804125723955e-05,0.0012319038632567624,0.0007253078968967855,0.000761665655562716
199711,0.0012319038632567624,0.0006481421227305265,0.5143224596925384,3,0,0,1,0,1.6625487796430138e-05,1.7968961557757826e-05,0.0013204667731649515,0.00040656874702179154,0.0005659383219592885
199712,0.0013204667731649515,0.0005931436656261743,0.5486163604549431,3,0,0,1,0,0.0012319038632567624,0.0006242646755265963,0.007252597557536713,0.0006481421227305265,0.000527355434876159
199801,0.007252597557536713,0.0035424828094835254,0.6359131318262636,4,0,0,0,1,0.0013204667731649515,0.001276185318210857,0.015138190370831745,0.0005931436656261743,0.0006206428941783503
199802,0.015138190370831745,0.013579191030873208,0.7972020997375328,4,0,0,0,1,0.007252597557536713,0.004286532165350833,0.0025584778442284154,0.0035424828094835254,0.00206781323755485
199803,0.0025584778442284154,0.004654632780339941,0.6521897383794767,4,0,0,0,1,0.015138190370831745,0.011195393964184229,0.001699656451464513,0.013579191030873208,0.008560836920178366
199804,0.001699656451464513,0.001819393550442843,0.6448503937007874,1,1,0,0,0,0.0025584778442284154,0.00884833410753008,0.0014862178484687549,0.004654632780339941,0.009116911905606574
199805,0.0014862178484687549,0.0006411728525936391,0.6423140857392826,1,1,0,0,0,0.001699656451464513,0.0021290671478464644,0.0007019370512570226,0.001819393550442843,0.003237013165391392
199806,0.0007019370512570226,0.0014165419405218979,0.6563437445319336,1,1,0,0,0,0.0014862178484687549,0.001592937149966634,0.00014475929778305839,0.0006411728525936391,0.001230283201518241
199807,0.00014475929778305839,0.00048197121187630804,0.6356757520694529,2,0,1,0,0,0.0007019370512570226,0.0010940774498628889,4.555215722001692e-06,0.0014165419405218979,0.0010288573965577686
199808,4.555215722001692e-06,0.0004787555825494265,0.619521106736658,2,0,1,0,0,0.00014475929778305839,0.0004233481745200405,2.5836990761829703e-05,0.00048197121187630804,0.000949256576199103
199809,2.5836990761829703e-05,0.0005099913475002953,0.6018862992125984,2,0,1,0,0,4.555215722001692e-06,7.465725675253004e-05,4.369288549675092e-05,0.0004787555825494265,0.00048036339721286723
199810,4.369288549675092e-05,0.0005231990629270515,0.5846118872237744,3,0,0,1,0,2.5836990761829703e-05,1.5196103241915696e-05,0.0005451384692615902,0.0005099913475002953,0.0004943734650248608
199811,0.0005451384692615902,0.0005713542005596408,0.5725915354330708,3,0,0,1,0,4.369288549675092e-05,3.476493812929031e-05,0.00134127862116409,0.0005231990629270515,0.0005165952052136734
199812,0.00134127862116409,0.0006022181111658563,0.5971943132108486,3,0,0,1,0,0.0005451384692615902,0.00029441567737917057,0.0014278530735874393,0.0005713542005596408,0.0005472766317433462
199901,0.0014278530735874393,0.0004945662783887551,0.5982554982351345,4,0,0,0,1,0.00134127862116409,0.0009432085452128401,0.006370422705426284,0.0006022181111658563,0.0005867861558627485
199902,0.006370422705426284,0.005422751908077605,0.6466982677165354,4,0,0,0,1,0.0014278530735874393,0.0013845658473757645,0.0039771861361904545,0.0004945662783887551,0.0005483921947773057
199903,0.0039771861361904545,0.00390749343482158,0.6490720209973753,4,0,0,0,1,0.006370422705426284,0.003899137889506862,0.001645734365848897,0.005422751908077605,0.00295865909323318
199904,0.001645734365848897,0.0016047374243508819,0.6447280839895013,1,1,0,0,0,0.0039771861361904545,0.00517380442080837,0.000364603184932462,0.00390749343482158,0.004665122671449593
199905,0.000364603184932462,0.0005018174381094925,0.6392794082557862,1,1,0,0,0,0.001645734365848897,0.0028114602510196755,0.00015947593327693543,0.0016047374243508819,0.002756115429586231
199906,0.00015947593327693543,0.0004933515541962213,0.6281021522309712,1,1,0,0,0,0.000364603184932462,0.0010051687753906795,4.8241903646341736e-05,0.0005018174381094925,0.0010532774312301872
199907,4.8241903646341736e-05,0.0004530921238151016,0.6129753086419752,2,0,1,0,0,0.00015947593327693543,0.0002620395591046987,8.503069347736492e-05,0.0004933515541962213,0.0004975844961528569
199908,8.503069347736492e-05,0.0005703997744083642,0.5957415791776028,2,0,1,0,0,4.8241903646341736e-05,0.00010385891846163858,6.581821900361628e-05,0.0004530921238151016,0.00047322183900566146
199909,6.581821900361628e-05,0.0006079818535079809,0.5780632733408324,2,0,1,0,0,8.503069347736492e-05,6.663629856185333e-05,5.911284549841827e-05,0.0005703997744083642,0.0005117459491117329
